POSTO,Data,Dia m3/s,NÍVEL RES. (m),VOLUME (%VU) ARM. nan,nan ESP. nan,VAZÃO (m3/s) TUR. nan,nan VER. nan,nan OTR. nan,nan DFL. nan,nan TRA. nan,nan AFL. nan,nan INC. nan,nan Usos Con.,nan EVP. nan,nan ART. nan
254,2020-08-08,63,117.56,143.32,-,73,0,0,73,0,57,63,0.0,0.0,0
155,2020-08-08,35,614.03,1.41,-,41,0,0,41,0,32,35,2.32,0.49,0
156,2020-08-08,185,569.78,82.79,100,605,0,0,605,0,157,150,8.2,17.45,0
158,2020-08-08,29,825.67,71.89,100,47,0,0,47,0,26,29,2.2,1.27,0
168,2020-08-08,564,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-08-08,796,390.85,77.95,100,1123,0,0,1123,0,750,564,0.0,0.0,0
172,2020-08-08,809,303.87,97.01,100,1315,0,0,1315,0,1280,0,0.0,0.0,0
173,2020-08-08,809,251.62,80.38,-,0,0,0,0,1189,1305,0,0.0,0.0,0
174,2020-08-08,809,229.83,82.65,-,0,0,0,0,0,2,0,0.0,0.0,0
175,2020-08-08,809,251.43,70.81,-,1189,0,0,1189,0,1293,0,0.0,0.0,0
178,2020-08-08,819,137.74,68.29,-,1117,0,0,1117,0,1189,0,0.0,0.0,0
190,2020-08-08,212,302.88,77.93,100,252,0,0,252,0,183,212,5.59,12.31,0
270,2020-08-08,198,439.99,36.86,-,300,0,0,300,0,191,198,24.96,31.45,0
191,2020-08-08,211,332.89,96.11,-,313,0,0,313,0,297,12,25.11,3.67,0
253,2020-08-08,224,286.79,57.25,-,333,0,0,333,0,319,12,25.33,2.39,0
257,2020-08-08,319,262.07,51.5,-,566,0,0,566,0,474,93,31.12,5.91,0
273,2020-08-08,430,211.88,46.74,-,600,0,0,600,0,600,98,33.83,17.42,0
271,2020-08-08,943,155.76,94.52,-,1003,0,0,1003,0,1065,488,36.44,15.12,0
275,2020-08-08,1912,72.93,91.96,-,4289,0,0,4289,0,2298,904,100.99,-10.19,0
204,2020-08-08,870,58.32,102.21,-,660,211,0,871,0,928,870,0.0,-0.39,0
280,2020-08-08,874,41.89,94.27,-,363,398,0,761,0,773,3,0.01,0.0,0
297,2020-08-08,882,20.49,18.37,-,751,13,0,764,0,805,7,0.0,-0.18,0
296,2020-08-08,29,479.15,89.76,-,25,0,0,28,0,28,29,0.04,0.07,0
285,2020-08-08,6321,82.75,3.08,-,6205,0,0,6205,0,6130,6321,58.58,2.2,0
287,2020-08-08,6409,71.28,98.4,-,6385,0,0,6399,0,6399,96,58.58,4.79,0
269,2020-08-08,309,49.11,56.92,-,260,0,0,260,0,308,309,0.03,-20.23,0
279,2020-08-08,52,85.52,60.97,-,194,0,0,194,0,46,52,0.36,4.59,0
291,2020-08-08,64,213.52,4.35,-,31,33,0,64,0,64,64,0.18,0.0,0
145,2020-08-08,52,266.04,53.85,-,71,0,0,80,0,50,52,0.26,0.94,0
227,2020-08-08,358,293.34,9.1,-,647,0,0,647,0,360,358,0.0,0.0,0
228,2020-08-08,425,271.78,63.33,-,734,0,0,734,0,715,68,0.0,0.0,0
229,2020-08-08,588,220.44,100.0,-,787,0,0,787,0,821,162,20.81,1.15,0
230,2020-08-08,589,161.19,82.26,-,954,0,0,954,0,847,1,0.0,0.0,0
277,2020-08-08,158,32.27,101.05,-,158,0,0,158,0,158,158,0.07,-0.43,0
288,2020-08-08,1663,96.96,0.0,-,957,0,0,969,705,1632,1663,7.82,0.0,933
292,2020-08-08,729,96.99,83.51,-,721,0,0,721,0,0,0,0.0,0.0,729
290,2020-08-08,974,30.08,110.4,-,930,62,0,992,0,992,974,0.82,-0.43,0
1,2020-08-07,42,911.99,89.78,100,78,0,0,78,0,38,42,0.41,0.61,0
2,2020-08-07,42,885.64,91.47,-,91,0,0,91,0,87,0,0.0,0.0,0
211,2020-08-07,102,807.9,49.93,-,122,0,0,122,0,126,60,2.52,0.38,0
6,2020-08-07,248,761.96,55.57,100,1017,0,0,1017,0,258,145,13.15,16.58,0
7,2020-08-07,298,660.64,51.1,100,1015,0,0,1015,0,994,47,14.35,3.02,0
8,2020-08-07,310,620.25,43.18,-,1187,0,0,1187,0,1041,11,14.66,0.75,0
9,2020-08-07,315,558.06,85.33,-,773,435,0,1208,0,1243,4,14.96,0.54,0
10,2020-08-07,329,511.93,32.03,-,1213,0,0,1213,0,1171,13,15.35,0.92,0
11,2020-08-07,358,494.14,46.14,-,1244,0,0,1244,0,1312,29,18.32,3.85,0
12,2020-08-07,412,466.5,57.99,-,820,0,0,820,0,1173,53,31.21,2.91,0
14,2020-08-07,18,849.47,69.23,100,34,0,0,34,0,17,18,1.68,0.49,0
15,2020-08-07,29,664.62,91.26,-,43,0,0,43,0,45,11,4.27,0.02,0
16,2020-08-07,30,572.4,89.18,-,41,0,0,41,0,40,0,0.0,0.0,0
17,2020-08-07,606,436.37,34.84,90.99,1514,0,0,1514,0,935,161,105.51,5.41,0
18,2020-08-07,716,377.84,38.96,100,1465,0,0,1465,0,1582,105,117.69,11.1,0
22,2020-08-07,37,795.76,62.1,-,142,0,0,142,0,30,37,5.58,4.64,0
251,2020-08-07,61,746.63,50.3,-,281,0,0,281,0,161,23,7.62,3.41,0
24,2020-08-07,173,638.69,38.12,100,685,0,0,685,0,325,111,21.68,5.23,0
25,2020-08-07,115,799.02,45.33,100,357,0,0,357,0,106,115,3.7,7.05,0
206,2020-08-07,120,695.32,76.6,-,348,0,0,348,0,388,4,6.44,0.97,0
207,2020-08-07,121,623.84,76.75,-,349,0,0,356,0,362,0,7.09,0.52,0
28,2020-08-07,122,564.99,96.67,-,345,0,0,345,0,365,1,8.6,0.96,0
205,2020-08-07,42,840.36,57.72,-,120,0,0,120,0,35,42,4.16,4.75,0
23,2020-08-07,52,768.57,12.81,-,79,11,0,90,0,131,10,4.8,1.57,0
209,2020-08-07,145,591.92,82.46,-,238,0,0,238,0,174,92,12.78,1.11,0
31,2020-08-07,526,510.78,51.27,100,2079,0,0,2079,0,1243,84,57.95,10.86,0
32,2020-08-07,561,431.5,98.33,-,1963,0,0,1963,0,2166,34,61.37,1.49,0
33,2020-08-07,1028,396.58,54.18,100,2222,0,0,2222,0,2287,465,110.44,12.83,0
247,2020-08-07,69,476.77,87.99,-,76,0,0,76,0,70,69,0.81,0.4,0
248,2020-08-07,72,447.56,77.06,-,67,0,0,67,0,76,3,0.84,0.59,0
261,2020-08-07,77,353.95,97.36,-,73,0,0,73,0,72,5,0.9,0.34,0
294,2020-08-07,91,446.42,91.36,-,83,0,0,83,0,90,91,0.63,1.93,0
241,2020-08-07,98,370.46,95.8,-,97,0,0,97,0,92,8,0.68,0.82,0
99,2020-08-07,50,581.66,65.62,-,64,0,0,64,0,50,50,0.14,0.66,0
34,2020-08-07,2115,326.7,72.37,100,3804,0,0,3804,406,4210,133,235.12,25.91,0
318,2020-08-07,30,727.23,72.57,-,6,0,0,6,0,5,0,0.0,0.0,30
118,2020-08-07,11,743.67,71.91,-,0,0,0,11,0,11,11,7.87,0.72,27
119,2020-08-07,13,0.0,0.0,-,0,0,0,0,0,4,13,0.0,0.0,0
117,2020-08-07,15,733.24,54.94,-,0,0,0,15,0,6,15,10.3,0.19,0
160,2020-08-07,3,768.6,87.5,-,0,0,0,10,0,4,3,3.86,0.01,0
161,2020-08-07,39,710.69,34.49,-,0,75,0,75,0,40,39,0.0,0.0,0
164,2020-08-07,30,710.69,34.48,-,0,75,0,75,0,70,71,0.0,0.01,0
237,2020-08-07,154,450.14,84.2,100,180,57,0,237,0,138,117,53.98,4.57,127
238,2020-08-07,182,427.31,80.32,-,202,23,0,225,0,225,28,63.93,1.08,154
239,2020-08-07,237,403.81,61.52,-,232,0,0,232,0,297,55,71.82,2.1,208
240,2020-08-07,282,381.85,48.22,100,419,0,0,419,0,247,43,76.63,9.89,253
242,2020-08-07,302,357.7,84.21,-,334,0,0,334,0,427,17,82.31,4.31,272
243,2020-08-07,326,326.51,68.16,100,1218,0,0,1218,-406,313,9,88.54,15.93,299
245,2020-08-07,2683,279.66,87.71,-,5377,0,0,5384,0,5309,237,325.4,6.84,2656
154,2020-08-07,86,344.05,4.91,-,75,11,0,86,0,86,86,0.0,0.34,0
246,2020-08-07,3205,257.07,27.87,-,6068,0,0,6072,0,6072,408,346.61,22.99,3178
47,2020-08-07,78,563.0,35.88,96.2,121,0,0,121,0,62,78,10.14,5.98,0
48,2020-08-07,82,531.46,79.83,-,129,0,0,130,0,130,2,10.4,0.19,0
49,2020-08-07,124,468.75,36.51,96.33,154,0,0,154,0,146,35,13.64,5.35,0
249,2020-08-07,128,398.05,110.3,-,150,0,0,153,0,145,2,13.68,0.06,0
50,2020-08-07,177,384.38,88.95,-,193,0,0,193,0,204,47,17.44,0.16,0
51,2020-08-07,182,365.99,98.99,-,213,0,0,213,0,202,4,17.73,0.33,0
52,2020-08-07,192,350.91,90.58,-,205,14,0,219,0,219,8,18.09,0.4,0
57,2020-08-07,59,629.39,34.64,-,59,0,0,78,0,53,59,1.74,2.3,0
61,2020-08-07,344,327.04,39.45,100,342,0,0,342,0,372,79,27.32,6.56,0
62,2020-08-07,386,283.65,81.35,-,362,0,0,362,0,354,35,28.24,1.03,0
63,2020-08-07,477,257.82,90.44,-,396,42,0,438,0,458,82,31.0,2.69,0
266,2020-08-07,4620,217.64,81.21,-,7577,0,0,7577,0,6596,883,394.06,11.38,4592
74,2020-08-07,192,721.98,41.97,-,426,0,0,426,0,293,192,6.21,1.08,0
76,2020-08-07,267,603.92,37.52,-,620,0,0,620,-79,576,70,6.28,1.02,313
71,2020-08-07,39,801.16,72.62,-,69,0,0,75,0,38,39,0.4,0.15,0
72,2020-08-07,42,705.25,50.0,-,68,0,0,75,0,76,3,0.4,0.02,0
73,2020-08-07,56,605.1,37.4,-,0,0,0,10,79,88,14,0.41,0.01,10
77,2020-08-07,363,492.09,37.97,100,627,0,0,627,0,645,35,6.96,2.04,0
78,2020-08-07,380,396.7,95.85,-,570,0,0,570,0,609,14,7.09,0.63,0
222,2020-08-07,470,323.55,27.08,-,662,0,0,662,0,694,88,8.11,1.59,0
81,2020-08-07,503,258.5,48.93,-,613,0,0,613,0,634,32,0.0,0.0,0
215,2020-08-07,152,640.15,73.24,-,462,0,0,462,0,148,152,0.35,2.75,0
89,2020-08-07,99,703.9,54.26,-,81,0,0,94,0,97,99,0.87,0.8,0
216,2020-08-07,131,657.27,45.39,-,120,0,0,120,0,120,29,0.96,1.05,0
217,2020-08-07,403,474.26,58.9,-,1164,0,0,1164,0,689,111,1.57,1.09,0
92,2020-08-07,548,367.3,53.4,-,1281,0,0,1281,0,1281,131,3.17,5.17,0
93,2020-08-07,48,595.42,74.28,-,54,0,0,54,0,69,48,0.33,3.58,0
220,2020-08-07,83,327.22,34.58,-,105,0,0,105,0,65,35,0.4,0.2,0
94,2020-08-07,759,264.15,14.82,-,1422,77,0,1499,0,1481,100,4.38,2.71,0
286,2020-08-07,43,546.78,53.47,-,46,0,0,47,0,42,43,0.09,0.06,0
102,2020-08-07,273,154.6,93.0,-,250,25,0,275,0,272,273,0.56,0.45,0
103,2020-08-07,286,128.05,77.28,-,287,43,0,330,0,284,10,0.58,0.58,0
110,2020-08-07,42,489.71,106.4,-,0,35,0,50,0,41,42,0.02,0.88,0
111,2020-08-07,253,324.95,86.77,88.95,199,0,0,199,0,271,217,0.34,8.16,0
112,2020-08-07,254,277.47,56.95,-,218,0,0,218,0,204,1,0.35,0.08,0
113,2020-08-07,280,181.43,78.32,-,289,0,0,289,0,239,24,0.42,0.67,0
114,2020-08-07,307,93.12,59.22,-,350,0,0,350,0,312,26,0.47,0.73,0
98,2020-08-07,72,239.02,2.0,-,64,0,0,82,0,72,72,0.26,0.15,0
97,2020-08-07,146,147.0,0.0,-,124,20,0,144,0,140,65,1.04,0.02,0
284,2020-08-07,160,103.46,46.0,-,129,0,0,158,0,151,8,1.47,0.06,0
115,2020-08-07,5,834.63,36.33,-,8,0,0,8,0,6,5,0.07,0.12,0
101,2020-08-07,18,318.83,83.0,-,10,0,0,18,0,18,18,0.22,0.0,0
278,2020-08-07,28,282.97,51.37,-,122,0,0,122,0,16,28,0.29,12.58,0
259,2020-08-07,39,411.71,56.06,-,40,0,0,40,0,38,39,0.56,0.05,0
281,2020-08-07,62,395.12,65.98,-,53,11,0,64,0,61,62,1.11,0.36,0
295,2020-08-07,52,354.95,88.89,-,51,0,0,52,0,51,52,0.09,0.04,0
121,2020-08-07,38,703.71,39.82,-,96,0,0,96,0,34,38,0.19,3.28,0
122,2020-08-07,41,613.58,39.35,100,114,0,0,114,0,97,4,0.23,0.38,0
120,2020-08-07,9,615.53,53.72,-,44,0,0,44,8,7,9,0.13,1.16,0
123,2020-08-07,83,455.24,39.19,100,176,0,0,176,0,189,38,10.15,0.72,0
125,2020-08-07,100,352.63,78.85,-,0,72,0,72,114,197,13,11.0,0.02,0
197,2020-08-07,15,658.97,52.73,-,13,0,0,14,0,15,15,0.1,0.02,0
198,2020-08-07,35,436.97,66.67,-,33,0,0,35,0,35,20,0.87,0.0,0
129,2020-08-07,194,251.3,80.0,-,93,0,0,93,63,155,52,14.06,0.0,128
126,2020-08-07,63,251.08,91.92,-,63,0,0,63,0,63,0,0.0,0.0,63
130,2020-08-07,232,138.25,24.74,-,237,0,0,237,0,190,36,15.29,0.04,166
201,2020-08-07,3,442.45,14.52,-,0,0,0,4,4,4,3,0.04,0.0,0
202,2020-08-07,1,413.73,91.48,-,0,0,0,16,-2,3,1,0.03,0.49,4
203,2020-08-07,4,362.83,58.87,-,0,0,0,0,112,0,1,0.0,0.0,64
315,2020-08-07,64,362.83,58.87,-,0,0,0,0,112,0,1,0.0,0.0,64
316,2020-08-07,64,398.54,83.6,-,0,0,0,143,0,0,0,0.0,0.0,64
303,2020-08-07,4,398.54,0.0,-,44,0,0,44,0,0,0,0.03,0.0,4
131,2020-08-07,64,398.72,0.0,-,115,0,0,115,0,0,0,0.03,0.0,64
306,2020-08-07,67,86.25,93.28,-,128,0,0,128,0,0,0,0.03,0.04,67
262,2020-08-07,28,494.1,68.5,-,32,0,0,32,0,27,28,0.67,0.03,0
183,2020-08-07,30,372.76,118.18,-,29,0,0,29,0,33,3,0.68,0.01,0
134,2020-08-07,43,353.84,72.89,-,35,0,0,35,0,42,43,0.36,0.2,0
263,2020-08-07,46,253.58,54.2,-,45,0,0,45,0,32,2,0.39,0.14,0
149,2020-08-07,68,312.38,0.0,-,0,70,0,70,0,67,68,1.46,0.05,0
141,2020-08-07,202,184.65,28.45,-,219,0,0,219,0,207,54,6.7,0.24,0
148,2020-08-07,288,89.85,63.1,-,260,16,0,276,0,259,84,9.96,0.56,0
144,2020-08-07,330,59.98,37.38,-,332,0,0,332,0,337,43,12.84,0.12,0
196,2020-08-07,18,554.96,99.14,-,16,0,0,18,0,18,18,0.2,0.01,0
283,2020-08-07,40,85.94,98.66,-,40,0,0,40,0,38,40,1.24,0.05,0
255,2020-08-07,17,500.92,69.27,100,158,0,0,158,0,12,17,0.49,5.1,0
188,2020-08-07,38,109.7,89.12,-,103,27,0,130,0,67,22,4.39,1.57,0
254,2020-08-07,70,117.57,143.47,-,48,0,0,48,0,63,70,0.0,0.0,0
155,2020-08-07,36,614.07,3.29,-,41,0,0,41,0,33,36,2.32,0.49,0
156,2020-08-07,184,569.82,83.02,100,602,0,0,602,0,154,148,8.24,17.59,0
158,2020-08-07,29,825.73,72.35,100,48,0,0,48,0,25,29,2.19,1.28,0
168,2020-08-07,569,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-08-07,802,390.87,78.2,100,1217,0,0,1217,0,750,569,0.0,0.0,0
172,2020-08-07,818,303.87,97.01,100,1019,0,0,1019,0,1320,0,0.0,0.0,0
173,2020-08-07,818,251.52,75.6,-,0,0,0,0,1137,975,0,0.0,0.0,0
174,2020-08-07,818,229.78,80.61,-,0,0,0,0,0,3,0,0.0,0.0,0
175,2020-08-07,818,251.34,66.51,-,1137,0,0,1137,0,1160,0,0.0,0.0,0
178,2020-08-07,824,137.52,43.9,-,1094,0,0,1094,0,1137,0,0.0,0.0,0
190,2020-08-07,212,302.89,78.09,100,252,0,0,252,0,171,212,5.58,12.29,0
270,2020-08-07,196,440.0,36.88,-,300,0,0,300,0,138,196,24.95,31.3,0
191,2020-08-07,210,332.91,96.82,-,313,0,0,313,0,313,13,25.1,3.64,0
253,2020-08-07,225,286.8,59.26,-,333,0,0,333,0,333,13,25.32,2.36,0
257,2020-08-07,327,262.1,53.01,-,566,0,0,566,0,505,100,31.09,5.87,0
273,2020-08-07,446,211.87,45.49,-,600,0,0,600,0,530,105,33.79,17.33,0
271,2020-08-07,959,155.75,94.3,-,965,0,0,965,0,965,495,36.39,14.97,0
275,2020-08-07,2000,72.99,92.4,-,4825,0,0,4825,0,1829,979,100.8,-10.36,0
204,2020-08-07,906,58.31,101.1,-,864,0,0,864,0,887,906,0.0,-0.39,0
280,2020-08-07,909,41.85,93.36,-,389,421,0,810,0,792,3,0.01,0.0,0
297,2020-08-07,916,20.27,0.0,-,960,0,0,960,0,913,7,0.0,-0.17,0
296,2020-08-07,29,479.13,85.85,-,26,0,0,29,0,29,29,0.04,0.06,0
285,2020-08-07,6346,82.8,3.51,-,6348,0,0,6348,0,6273,6346,58.58,2.16,0
287,2020-08-07,6392,71.28,98.4,-,6258,0,0,6334,0,6334,97,58.58,4.69,0
269,2020-08-07,327,49.11,56.92,-,598,0,0,598,0,356,327,0.03,-19.82,0
279,2020-08-07,58,85.55,61.51,-,215,0,0,215,0,55,58,0.36,4.55,0
291,2020-08-07,69,213.53,6.53,-,38,31,0,69,0,69,69,0.18,0.0,0
145,2020-08-07,52,266.08,54.75,-,71,0,0,80,0,50,52,0.26,0.95,0
227,2020-08-07,355,293.53,10.39,-,642,0,0,642,0,355,355,0.0,0.0,0
228,2020-08-07,418,271.78,63.33,-,736,0,0,736,0,702,60,0.0,0.0,0
229,2020-08-07,596,220.42,95.82,-,885,0,0,885,0,834,177,20.86,1.11,0
230,2020-08-07,596,161.34,92.91,-,904,0,0,904,0,904,2,0.0,0.0,0
277,2020-08-07,146,32.26,100.63,-,158,0,0,158,0,147,146,0.07,-0.43,0
288,2020-08-07,1717,96.98,0.0,-,957,0,0,969,543,1719,1717,7.82,0.0,936
292,2020-08-07,782,97.0,83.83,-,559,0,0,559,0,0,0,0.0,0.0,782
290,2020-08-07,961,30.08,110.4,-,878,86,0,964,0,956,961,0.82,-0.43,0
1,2020-08-06,42,912.04,90.3,100,79,0,0,79,0,38,42,0.41,0.61,0
2,2020-08-06,42,885.87,96.81,-,84,0,0,84,0,87,0,0.0,0.0,0
211,2020-08-06,104,807.89,44.93,-,154,0,0,154,0,154,61,2.56,0.38,0
6,2020-08-06,250,762.02,55.95,100,775,0,0,775,0,252,146,13.25,16.59,0
7,2020-08-06,301,660.65,51.18,100,982,0,0,982,0,774,47,14.45,3.02,0
8,2020-08-06,312,620.53,50.25,-,1141,0,0,1141,0,1000,11,14.77,0.75,0
9,2020-08-06,317,557.96,82.0,-,774,404,0,1178,0,1199,4,15.08,0.54,0
10,2020-08-06,331,512.03,57.02,-,1211,0,0,1211,0,1164,13,15.47,0.92,0
11,2020-08-06,360,494.11,43.96,-,1151,0,0,1151,0,1315,29,18.46,3.84,0
12,2020-08-06,415,466.28,44.92,-,840,0,0,840,0,1096,54,31.42,2.9,0
14,2020-08-06,17,849.53,69.53,100,34,0,0,34,0,11,17,1.69,0.49,0
15,2020-08-06,28,664.44,87.42,-,46,0,0,46,0,47,11,4.3,0.02,0
16,2020-08-06,29,572.42,89.49,-,47,0,0,47,0,39,0,0.0,0.0,0
17,2020-08-06,611,436.57,35.79,90.99,1458,0,0,1458,0,966,163,106.03,5.46,0
18,2020-08-06,730,377.84,38.96,100,1803,0,0,1803,0,1558,111,118.32,11.09,0
22,2020-08-06,38,795.84,62.81,-,143,0,0,143,0,31,38,5.58,4.65,0
251,2020-08-06,62,746.69,50.57,-,281,0,0,281,0,153,24,7.62,3.41,0
24,2020-08-06,176,638.77,38.29,100,696,0,0,696,0,369,114,21.81,5.25,0
25,2020-08-06,117,799.1,45.54,100,347,0,0,347,0,102,117,3.76,7.07,0
206,2020-08-06,121,695.25,74.21,-,350,0,0,350,0,379,4,6.52,0.97,0
207,2020-08-06,122,623.81,72.47,-,350,0,0,357,0,357,0,7.18,0.52,0
28,2020-08-06,123,564.95,83.33,-,345,0,0,345,0,360,1,8.71,0.96,0
205,2020-08-06,43,840.41,58.63,-,80,0,0,80,0,37,43,4.15,4.74,0
23,2020-08-06,53,768.49,10.98,-,113,0,0,113,0,72,10,4.78,1.56,0
209,2020-08-06,145,591.97,82.73,-,173,0,0,173,0,217,91,12.74,1.12,0
31,2020-08-06,532,510.91,51.84,100,1861,0,0,1861,0,1196,86,58.26,10.92,0
32,2020-08-06,566,431.27,90.77,-,2030,0,0,2030,0,1904,33,61.72,1.49,0
33,2020-08-06,1026,396.55,53.88,100,2533,0,0,2533,0,2403,457,110.71,12.8,0
247,2020-08-06,70,476.79,89.03,-,76,0,0,76,0,76,70,0.81,0.4,0
248,2020-08-06,72,447.53,75.51,-,67,0,0,67,0,73,3,0.84,0.58,0
261,2020-08-06,78,353.96,97.89,-,67,0,0,67,0,73,5,0.9,0.34,0
294,2020-08-06,89,446.41,90.34,-,83,0,0,83,0,90,89,0.63,1.93,0
241,2020-08-06,98,370.47,96.85,-,98,0,0,98,0,88,7,0.68,0.81,0
99,2020-08-06,50,581.71,66.47,-,64,0,0,64,0,50,50,0.14,0.66,0
34,2020-08-06,2151,326.73,73.0,100,4344,0,0,4344,370,4314,152,236.04,25.89,0
318,2020-08-06,30,727.25,72.75,-,6,0,0,6,0,6,0,0.0,0.0,30
118,2020-08-06,11,743.69,72.1,-,0,0,0,11,0,11,11,7.87,0.72,27
119,2020-08-06,13,0.0,0.0,-,0,0,0,0,0,4,13,0.0,0.0,0
117,2020-08-06,15,733.32,55.9,-,0,0,0,15,0,3,15,10.3,0.19,0
160,2020-08-06,3,768.62,87.67,-,0,0,0,10,0,4,3,3.86,0.01,0
161,2020-08-06,37,711.3,39.9,-,0,71,0,71,0,36,37,0.0,0.0,0
164,2020-08-06,29,711.3,39.86,-,0,71,0,71,0,71,69,0.0,0.01,0
237,2020-08-06,145,450.15,84.31,100,183,0,0,183,0,117,107,53.98,4.58,117
238,2020-08-06,174,427.25,74.17,-,310,0,0,310,0,296,27,63.94,1.08,145
239,2020-08-06,229,403.78,55.5,-,232,0,0,232,0,271,52,71.84,2.1,199
240,2020-08-06,279,381.88,48.91,100,370,0,0,370,0,255,41,76.67,9.88,248
242,2020-08-06,302,357.68,83.16,-,372,0,0,372,0,372,16,82.38,4.3,270
243,2020-08-06,331,326.57,69.41,100,1158,0,0,1158,-370,538,10,88.65,15.93,304
245,2020-08-06,2729,279.75,90.94,-,5655,0,0,5664,0,5739,244,326.43,6.81,2702
154,2020-08-06,86,344.05,4.91,-,75,11,0,86,0,86,86,0.0,0.34,0
246,2020-08-06,3264,257.07,27.87,-,5619,0,0,5623,0,6098,435,347.58,22.93,3236
47,2020-08-06,92,563.01,36.0,96.2,121,0,0,121,0,70,92,10.13,6.01,0
48,2020-08-06,96,531.46,79.83,-,129,0,0,130,0,130,2,10.4,0.19,0
49,2020-08-06,137,468.76,36.62,96.33,154,0,0,154,0,146,38,13.61,5.39,0
249,2020-08-06,140,398.2,141.51,-,137,0,0,140,0,144,2,13.65,0.06,0
50,2020-08-06,187,384.29,85.65,-,208,0,0,208,0,197,47,17.42,0.16,0
51,2020-08-06,192,366.03,103.12,-,206,0,0,206,0,211,4,17.71,0.33,0
52,2020-08-06,200,350.9,89.53,-,225,0,0,225,0,212,8,18.07,0.4,0
57,2020-08-06,63,629.42,34.97,-,58,0,0,77,0,60,63,1.74,2.31,0
61,2020-08-06,348,327.02,39.3,100,341,0,0,341,0,371,77,27.37,6.56,0
62,2020-08-06,389,283.66,81.88,-,363,0,0,363,0,338,36,28.3,1.03,0
63,2020-08-06,476,257.82,90.44,-,442,0,0,442,0,492,83,31.08,2.68,0
266,2020-08-06,4694,217.72,81.7,-,7586,0,0,7586,0,6461,914,395.08,11.38,4667
74,2020-08-06,188,721.95,41.9,-,397,0,0,397,0,172,188,6.21,1.09,0
76,2020-08-06,258,603.95,38.11,-,608,0,0,608,-77,538,66,6.29,1.03,303
71,2020-08-06,39,801.38,74.12,-,67,0,0,74,0,39,39,0.4,0.15,0
72,2020-08-06,43,705.22,43.86,-,66,0,0,73,0,74,3,0.4,0.02,0
73,2020-08-06,55,605.14,37.91,-,0,0,0,10,77,85,13,0.41,0.01,10
77,2020-08-06,353,492.08,37.93,100,612,0,0,612,0,667,36,6.96,2.05,0
78,2020-08-06,369,396.64,95.02,-,534,0,0,534,0,598,14,7.09,0.64,0
222,2020-08-06,460,323.57,28.08,-,606,0,0,606,0,638,90,8.11,1.6,0
81,2020-08-06,493,258.44,42.95,-,622,0,0,622,0,588,33,0.0,0.0,0
215,2020-08-06,140,640.49,74.51,-,461,0,0,461,0,136,140,0.35,2.77,0
89,2020-08-06,110,703.95,56.28,-,92,0,0,105,0,108,110,0.87,0.8,0
216,2020-08-06,142,657.27,45.39,-,121,0,0,121,0,133,31,0.95,1.06,0
217,2020-08-06,415,474.8,62.64,-,1151,0,0,1151,0,702,125,1.56,1.11,0
92,2020-08-06,561,367.33,53.9,-,1266,0,0,1266,0,1266,128,3.15,5.19,0
93,2020-08-06,47,595.41,74.19,-,54,0,0,54,0,54,47,0.33,3.6,0
220,2020-08-06,87,327.82,65.76,-,56,0,0,56,0,77,34,0.4,0.2,0
94,2020-08-06,794,264.17,16.8,-,1345,75,0,1420,0,1411,104,4.37,2.72,0
286,2020-08-06,41,546.86,55.0,-,38,0,0,39,0,41,41,0.09,0.06,0
102,2020-08-06,284,154.61,94.0,-,268,17,0,285,0,272,284,0.56,0.46,0
103,2020-08-06,298,128.26,93.18,-,253,43,0,296,0,296,11,0.58,0.58,0
110,2020-08-06,35,489.72,106.74,-,0,36,0,51,0,34,35,0.02,0.89,0
111,2020-08-06,259,324.92,86.59,88.95,199,0,0,199,0,247,215,0.34,8.18,0
112,2020-08-06,259,277.79,61.79,-,219,0,0,219,0,205,1,0.35,0.09,0
113,2020-08-06,284,181.76,81.06,-,291,0,0,291,0,274,28,0.42,0.67,0
114,2020-08-06,315,93.3,64.43,-,352,0,0,352,0,288,31,0.47,0.73,0
98,2020-08-06,105,239.21,21.0,-,89,0,0,107,0,105,105,0.26,0.15,0
97,2020-08-06,181,147.25,23.97,-,169,20,0,189,0,184,76,1.04,0.02,0
284,2020-08-06,191,103.59,59.0,-,159,0,0,187,0,194,10,1.47,0.06,0
115,2020-08-06,6,834.66,36.47,-,5,0,0,5,0,5,6,0.07,0.12,0
101,2020-08-06,20,318.89,89.0,-,12,0,0,20,0,20,20,0.22,0.0,0
278,2020-08-06,32,283.0,51.7,-,122,0,0,122,0,19,32,0.29,12.44,0
259,2020-08-06,40,411.84,75.76,-,40,0,0,40,0,39,40,0.56,0.05,0
281,2020-08-06,62,395.14,66.71,-,52,11,0,63,0,61,62,1.1,0.36,0
295,2020-08-06,56,354.98,95.56,-,51,1,0,53,0,53,56,0.09,0.04,0
121,2020-08-06,28,703.74,39.97,-,96,0,0,96,0,19,28,0.19,3.28,0
122,2020-08-06,32,613.67,39.83,100,111,0,0,111,0,109,3,0.23,0.38,0
120,2020-08-06,8,615.62,54.21,-,44,0,0,44,8,7,8,0.13,1.16,0
123,2020-08-06,84,455.19,38.96,100,175,0,0,175,0,175,35,10.11,0.72,0
125,2020-08-06,100,352.22,57.93,-,0,72,0,72,121,179,12,10.96,0.02,0
